City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
261,Mahajanga,-15.72,46.32,86.0,45,20,12.75,MG,2019-11-07 05:34:46
262,Vershino-Shakhtaminskiy,51.3,117.89,26.89,65,100,12.15,RU,2019-11-07 05:34:46
263,Camara De Lobos,32.63,-16.97,64.4,77,75,10.29,PT,2019-11-07 05:34:46
264,Wanning,48.64,13.53,43.0,100,90,2.24,AT,2019-11-07 05:34:46
265,Opuwo,-18.06,13.84,77.4,19,53,16.13,NA,2019-11-07 05:34:46
266,Padang,-0.92,100.36,83.16,60,24,5.37,ID,2019-11-07 05:34:47
267,Lata,30.78,78.62,26.71,81,100,7.52,IN,2019-11-07 05:34:47
268,Jalu,29.03,21.55,68.97,41,0,15.3,LY,2019-11-07 05:34:47
269,Kiama,-34.67,150.86,80.01,21,0,28.86,AU,2019-11-07 05:34:48
270,Coxim,-18.5,-54.75,73.11,82,100,3.6,BR,2019-11-07 05:34:48
271,Lipin Bor,60.26,37.97,16.18,93,67,8.19,RU,2019-11-07 05:34:48
272,Altay,47.83,88.13,26.67,98,100,5.26,CN,2019-11-07 05:34:48
273,Camacha,33.08,-16.33,66.2,72,40,8.05,PT,2019-11-07 05:34:49
274,Deputatskiy,69.3,139.9,-0.08,96,98,4.12,RU,2019-11-07 05:34:49
275,Goderich,43.74,-81.71,37.0,87,99,5.01,CA,2019-11-07 05:34:49
276,Chapais,49.78,-74.86,17.6,85,40,4.7,CA,2019-11-07 05:34:50
277,Verkhnyaya Inta,65.99,60.32,7.03,96,100,5.55,RU,2019-11-07 05:34:50
278,Marsa Matruh,31.35,27.25,60.8,87,0,7.38,EG,2019-11-07 05:34:50
279,Chumikan,54.72,135.31,15.85,56,100,18.66,RU,2019-11-07 05:34:50
280,Filingue,14.35,3.32,80.47,20,0,4.21,NE,2019-11-07 05:34:50
281,Santa Cruz,-6.22,-36.02,67.95,96,4,5.59,BR,2019-11-07 05:34:51
282,Veraval,49.65,0.71,48.2,100,100,9.17,FR,2019-11-07 05:34:51
283,Santa Catarina De Tepehuanes,25.34,-105.72,55.62,80,72,5.26,MX,2019-11-07 05:34:51
284,Nhulunbuy,-12.18,136.78,87.8,52,20,13.87,AU,2019-11-07 05:34:52
285,Meulaboh,4.14,96.13,81.9,76,43,8.34,ID,2019-11-07 05:29:59
286,Nantucket,41.28,-70.1,41.0,74,1,3.36,US,2019-11-07 05:34:52
287,Kyaukse,21.6,96.13,86.0,74,75,6.93,MM,2019-11-07 05:34:52
288,Ukiah,39.15,-123.21,57.99,65,6,2.35,US,2019-11-07 05:34:53
289,Xining,36.62,101.77,44.47,47,2,4.18,CN,2019-11-07 05:34:53
290,Port Macquarie,-31.43,152.91,95.0,23,40,16.11,AU,2019-11-07 05:34:53
291,Surgut,61.25,73.4,35.6,100,90,8.95,RU,2019-11-07 05:34:54
292,Rosarito,4.91,-75.23,69.8,88,40,9.17,CO,2019-11-07 05:34:54
293,Kihei,20.76,-156.45,80.6,69,1,11.41,US,2019-11-07 05:34:54
294,Puerto Baquerizo Moreno,-0.9,-89.6,69.46,91,86,12.41,EC,2019-11-07 05:34:54
295,Bandarbeyla,9.49,50.81,81.28,71,63,6.49,SO,2019-11-07 05:34:54
296,Chara,39.42,22.43,53.6,93,75,0.67,GR,2019-11-07 05:34:55
297,Khor,47.88,134.96,18.23,46,80,15.88,RU,2019-11-07 05:34:55
298,Listvyanskiy,54.44,83.49,36.05,51,8,20.49,RU,2019-11-07 05:34:55
299,Quincy,47.23,-119.85,42.01,64,1,1.59,US,2019-11-07 05:34:55
300,Sorland,67.67,12.69,23.0,85,75,3.36,NO,2019-11-07 05:34:56
301,Ocsod,46.9,20.4,52.0,100,90,2.24,HU,2019-11-07 05:34:56
302,Inhambane,-23.87,35.38,78.8,83,40,11.41,MZ,2019-11-07 05:34:56
303,Pangnirtung,66.15,-65.72,20.23,71,92,8.61,CA,2019-11-07 05:34:57
304,Cockburn Town,21.46,-71.14,82.06,78,14,16.69,TC,2019-11-07 05:30:36
305,Akdepe,42.05,59.39,37.4,55,37,4.7,TM,2019-11-07 05:34:57
306,Cubuk,40.24,33.03,55.0,52,73,3.2,TR,2019-11-07 05:34:57
307,Seymchan,62.93,152.39,4.77,92,100,16.4,RU,2019-11-07 05:34:57
308,Sinnamary,5.38,-52.96,78.51,87,94,21.05,GF,2019-11-07 05:34:58
309,Junin,-16.45,-71.58,59.0,38,100,1.3,PE,2019-11-07 05:34:58
310,Shatrovo,42.29,22.98,55.4,76,40,12.75,BG,2019-11-07 05:34:58
311,Kudahuvadhoo,2.67,72.89,82.72,75,43,10.25,MV,2019-11-07 05:34:58
312,Salalah,17.01,54.1,87.8,38,0,1.12,OM,2019-11-07 05:30:47
313,Lavrentiya,65.58,-170.99,27.25,81,7,15.77,RU,2019-11-07 05:34:59
314,Kizlyar,43.84,46.71,55.2,63,0,5.55,RU,2019-11-07 05:34:59
315,Poum,41.28,20.71,51.8,87,75,6.89,MK,2019-11-07 05:34:59
316,Asosa,10.07,34.53,67.68,86,93,4.83,ET,2019-11-07 05:34:59
317,College,64.86,-147.8,24.8,100,90,5.12,US,2019-11-07 05:35:00
318,Sol-Iletsk,51.16,55.0,38.39,54,94,16.71,RU,2019-11-07 05:35:00
319,San Policarpo,12.18,125.51,87.13,65,70,10.04,PH,2019-11-07 05:35:00
320,Karratha,-20.74,116.85,81.25,60,0,13.73,AU,2019-11-07 05:35:01
321,Nizwa,22.93,57.53,76.59,27,0,4.72,OM,2019-11-07 05:35:01
322,Kloulklubed,7.04,134.26,84.2,74,90,10.29,PW,2019-11-07 05:35:01
323,Nouadhibou,20.93,-17.03,64.4,77,0,17.22,MR,2019-11-07 05:30:16
324,Krasnyy Bogatyr,56.01,41.13,43.52,80,92,13.15,RU,2019-11-07 05:35:02
325,Itamaraju,-17.04,-39.53,71.65,94,32,1.74,BR,2019-11-07 05:35:02
326,Necochea,-38.55,-58.74,68.0,68,8,8.99,AR,2019-11-07 05:35:02
327,Fortuna,40.6,-124.16,48.99,100,90,3.36,US,2019-11-07 05:35:03
328,Senneterre,48.39,-77.24,23.0,85,75,6.93,CA,2019-11-07 05:35:03
329,Qandala,11.47,49.87,82.49,61,1,4.32,SO,2019-11-07 05:35:03
330,Ninghai,29.29,121.42,69.01,59,20,6.71,CN,2019-11-07 05:35:03
331,Saint Anthony,43.97,-111.68,34.0,70,1,8.05,US,2019-11-07 05:35:04
332,Walvis Bay,-22.95,14.51,64.99,87,88,4.7,NA,2019-11-07 05:35:04
333,San Jeronimo,-13.65,-73.37,48.49,94,79,2.8,PE,2019-11-07 05:35:04
334,Sisimiut,66.94,-53.67,18.37,74,88,8.37,GL,2019-11-07 05:35:05
335,Lishui,28.45,119.91,60.69,76,100,4.03,CN,2019-11-07 05:35:05
336,Bethel,60.79,-161.76,35.6,86,90,10.29,US,2019-11-07 05:32:42
337,Charters Towers,-20.07,146.27,93.04,22,19,16.58,AU,2019-11-07 05:35:05
338,Ati,13.21,18.34,79.27,15,0,7.29,TD,2019-11-07 05:35:06
339,Areosa,41.72,-8.86,52.0,93,40,4.7,PT,2019-11-07 05:35:06
340,Turayf,31.68,38.65,59.0,72,40,11.41,SA,2019-11-07 05:35:06
341,Ojinaga,29.56,-104.41,66.2,88,1,6.93,US,2019-11-07 05:35:06
342,Constitucion,23.99,-104.67,60.01,82,72,1.01,MX,2019-11-07 05:30:35
343,Waipawa,-39.94,176.59,71.01,68,84,1.01,NZ,2019-11-07 05:35:07
344,Broome,52.47,1.45,51.01,93,40,10.29,GB,2019-11-07 05:35:07
345,Champerico,16.38,-93.6,71.6,83,5,5.82,MX,2019-11-07 05:35:07
346,Hereford,52.06,-2.72,45.0,95,98,6.31,GB,2019-11-07 05:35:08
347,Lakota,5.85,-5.68,70.81,98,26,1.1,CI,2019-11-07 05:35:08
348,Saint-Georges,46.12,-70.67,33.01,73,52,1.99,CA,2019-11-07 05:35:08
349,Port Blair,11.67,92.75,82.87,82,93,16.06,IN,2019-11-07 05:35:08
350,Larap,14.3,122.65,84.54,77,27,9.35,PH,2019-11-07 05:35:09
351,Fria,10.36,-13.58,71.83,97,55,0.74,GN,2019-11-07 05:35:09
352,Gannan,47.92,123.49,34.03,26,50,8.75,CN,2019-11-07 05:35:09
353,Makat,47.65,53.35,43.47,40,0,12.86,KZ,2019-11-07 05:35:09
354,Bara,10.41,10.6,74.44,46,0,1.05,NG,2019-11-07 05:35:10
355,Puerto Colombia,10.99,-74.96,82.4,78,100,11.41,CO,2019-11-07 05:35:10
356,Novoagansk,61.94,76.66,36.03,100,100,15.01,RU,2019-11-07 05:35:10
357,Yar-Sale,66.83,70.83,5.52,95,38,9.08,RU,2019-11-07 05:35:11
358,San Patricio,-26.98,-56.83,70.0,97,82,4.47,PY,2019-11-07 05:35:11
359,Ancud,-41.87,-73.83,41.65,87,77,4.0,CL,2019-11-07 05:30:19
360,Lebedinyy,58.52,125.52,-3.21,89,32,1.77,RU,2019-11-07 05:35:11
361,Nemuro,43.32,145.57,46.4,49,75,4.7,JP,2019-11-07 05:35:12
362,Santa Isabel Do Rio Negro,-0.41,-65.02,74.14,87,100,2.06,BR,2019-11-07 05:35:12
363,Wokha,26.1,94.25,71.42,70,25,2.17,IN,2019-11-07 05:35:12
364,Saint George,39.45,22.34,53.6,93,75,0.67,GR,2019-11-07 05:35:13
365,De Aar,-30.65,24.01,60.06,20,0,9.62,ZA,2019-11-07 05:35:13
366,Kostomuksha,64.59,30.6,13.06,96,100,3.04,RU,2019-11-07 05:35:13
367,Pavlikeni,43.24,25.31,54.0,100,100,3.36,BG,2019-11-07 05:35:13
368,Coihaique,-45.58,-72.07,42.8,52,11,4.7,CL,2019-11-07 05:35:14
369,San Lawrenz,36.06,14.2,60.8,93,20,9.17,MT,2019-11-07 05:35:14
370,Ambulu,-8.35,113.61,78.26,79,0,11.83,ID,2019-11-07 05:35:14
371,Mujiayingzi,42.12,118.78,42.98,14,0,9.78,CN,2019-11-07 05:35:14
372,Narsaq,60.91,-46.05,39.2,32,84,19.46,GL,2019-11-07 05:35:15
373,Trinidad,-14.83,-64.9,75.25,82,90,1.54,BO,2019-11-07 05:35:15
374,Porto Novo,-23.68,-45.44,66.2,82,75,9.17,BR,2019-11-07 05:35:15
375,Mindif,10.4,14.44,78.3,28,0,5.95,CM,2019-11-07 05:35:15
376,Lahad Datu,5.02,118.33,86.45,59,78,3.27,MY,2019-11-07 05:35:15
377,Celestun,20.87,-90.4,79.32,84,0,15.35,MX,2019-11-07 05:35:16
378,Lieksa,63.32,30.02,14.23,95,96,3.94,FI,2019-11-07 05:35:16
379,Petukhovo,55.06,67.89,36.5,77,96,15.75,RU,2019-11-07 05:35:16
380,Buala,-8.15,159.59,84.09,70,90,2.93,SB,2019-11-07 05:35:16
381,Arlit,18.74,7.39,80.19,16,0,10.36,NE,2019-11-07 05:35:17
382,Gumdag,39.2,54.59,54.73,14,39,8.21,TM,2019-11-07 05:35:17
383,Cap Malheureux,-19.98,57.61,79.0,73,40,12.75,MU,2019-11-07 05:35:17
384,Magadan,59.56,150.8,36.41,89,100,33.76,RU,2019-11-07 05:35:17
385,Itarema,-2.92,-39.92,78.75,75,70,8.95,BR,2019-11-07 05:35:17
386,Ibra,22.69,58.55,84.36,25,3,3.89,OM,2019-11-07 05:35:18
387,Caravelas,-17.73,-39.27,74.1,88,47,3.13,BR,2019-11-07 05:35:18
388,Zhanjiang,21.2,110.4,75.92,58,93,9.66,CN,2019-11-07 05:35:18
389,Awbari,26.59,12.77,66.29,42,60,10.11,LY,2019-11-07 05:35:19
390,Smirnykh,49.74,142.83,28.45,48,100,5.46,RU,2019-11-07 05:35:19
391,Nizhniy Baskunchak,48.22,46.83,53.38,77,33,14.38,RU,2019-11-07 05:35:19
392,Port Lincoln,-34.72,135.86,60.04,69,98,22.97,AU,2019-11-07 05:35:19
393,Tessalit,20.2,1.01,70.86,22,0,6.08,ML,2019-11-07 05:35:19
394,Merke,42.87,73.19,40.8,50,7,7.56,KZ,2019-11-07 05:35:20
395,Hervey Bay,-25.3,152.85,82.4,51,0,17.22,AU,2019-11-07 05:35:20
396,Wuda,39.5,106.72,51.22,34,76,5.64,CN,2019-11-07 05:35:20
397,Dire,9.18,38.92,60.8,63,20,5.82,ET,2019-11-07 05:35:20
398,Pemba,-12.97,40.52,82.4,78,75,4.7,MZ,2019-11-07 05:35:21
399,Alihe,50.57,123.73,24.37,42,82,8.01,CN,2019-11-07 05:35:21
400,Bulgan,48.81,103.53,41.38,45,4,3.56,MN,2019-11-07 05:35:21
401,Snezhnogorsk,69.19,33.23,19.4,92,90,2.37,RU,2019-11-07 05:35:22
402,Masinigudi,11.57,76.67,77.85,61,20,4.27,IN,2019-11-07 05:35:22
403,Khorixas,-20.37,14.96,76.06,19,57,4.47,NA,2019-11-07 05:35:22
404,Shuiji,27.42,118.34,70.18,44,65,6.69,CN,2019-11-07 05:35:22
405,Nushki,29.55,66.02,55.36,22,0,4.41,PK,2019-11-07 05:35:22
406,Ndioum,16.51,-14.65,78.3,30,78,10.0,SN,2019-11-07 05:35:23
407,Okitipupa,6.5,4.78,74.75,97,66,0.89,NG,2019-11-07 05:35:23
408,Maraba,-5.35,-49.1,77.0,94,82,3.36,BR,2019-11-07 05:35:23
409,Pitimbu,-7.47,-34.81,73.4,94,40,4.7,BR,2019-11-07 05:35:23
410,Karatau,43.18,70.46,37.89,45,8,5.55,KZ,2019-11-07 05:35:24
411,Mattawa,46.32,-78.7,28.99,85,90,16.11,CA,2019-11-07 05:35:24
412,Dabakala,8.36,-4.43,72.57,80,1,3.6,CI,2019-11-07 05:35:24
413,Nueva Gerona,21.88,-82.8,80.58,82,1,18.59,CU,2019-11-07 05:35:24
414,Huarmey,-10.07,-78.15,60.03,85,67,1.41,PE,2019-11-07 05:35:24
415,Zhob,31.34,69.45,55.06,32,0,4.52,PK,2019-11-07 05:32:06
416,Seydi,13.34,7.75,76.93,19,0,6.44,NE,2019-11-07 05:35:25
417,Isangel,-19.55,169.27,82.4,74,75,13.87,VU,2019-11-07 05:35:26
418,Langsa,4.47,97.97,89.71,54,96,3.89,ID,2019-11-07 05:35:26
419,Taber,49.79,-112.14,3.99,84,5,4.7,CA,2019-11-07 05:35:26
420,Nampula,-15.12,39.26,75.2,88,75,9.17,MZ,2019-11-07 05:35:26
421,Ecoporanga,-18.37,-40.83,67.12,97,43,4.68,BR,2019-11-07 05:35:26
422,Sur,22.57,59.53,82.76,51,0,11.48,OM,2019-11-07 05:35:27
423,Port Hardy,50.7,-127.42,44.6,93,75,3.36,CA,2019-11-07 05:35:27
424,Sola,-3.17,33.8,75.0,55,99,7.63,TZ,2019-11-07 05:35:27
425,Bhadasar,28.3,74.31,79.9,40,22,10.27,IN,2019-11-07 05:35:27
426,Gasa,27.91,89.73,35.62,56,76,8.28,BT,2019-11-07 05:35:28
427,Dukat,40.25,19.57,68.14,86,100,21.85,AL,2019-11-07 05:35:28
428,Tiznit,29.7,-9.73,57.22,32,0,5.68,MA,2019-11-07 05:35:28
429,Verkhoyansk,67.55,133.39,-6.72,98,100,2.13,RU,2019-11-07 05:35:28
430,Itumbiara,-18.41,-49.22,71.74,85,100,5.32,BR,2019-11-07 05:35:29
431,Xuddur,4.12,43.89,77.27,77,71,9.22,SO,2019-11-07 05:35:29
432,Shubarkuduk,49.15,56.49,38.46,41,1,13.85,KZ,2019-11-07 05:35:29
433,San Carlos De Bariloche,-41.13,-71.31,44.6,85,20,4.7,AR,2019-11-07 05:35:29
434,Maketu,-37.76,176.45,70.0,82,56,3.69,NZ,2019-11-07 05:35:29
435,Yarovoye,52.92,78.56,34.34,74,100,17.4,RU,2019-11-07 05:35:30
436,Almaznyy,48.03,40.04,53.6,58,56,6.71,RU,2019-11-07 05:35:30
437,Brigantine,39.41,-74.36,48.99,80,1,4.38,US,2019-11-07 05:35:30
438,Marawi,8.0,124.29,84.0,74,77,7.0,PH,2019-11-07 05:35:30
439,Illintsi,49.11,29.2,41.0,100,100,4.47,UA,2019-11-07 05:35:31
440,Sheridan,39.65,-105.03,32.0,92,90,6.93,US,2019-11-07 05:35:31
441,Pacific Grove,36.62,-121.92,55.99,81,90,7.92,US,2019-11-07 05:35:31
442,Vardo,39.62,-77.74,48.2,65,75,3.36,US,2019-11-07 05:35:31
443,Broken Hill,-31.97,141.45,77.0,23,0,13.87,AU,2019-11-07 05:35:32
444,Saurimo,-9.66,20.4,69.26,85,78,2.73,AO,2019-11-07 05:35:32
445,Sao Felix Do Xingu,-6.64,-51.99,71.56,98,100,2.15,BR,2019-11-07 05:35:32
446,Flinders,-34.58,150.85,80.01,21,0,28.86,AU,2019-11-07 05:35:32
447,Skjervoy,70.03,20.97,15.8,85,0,20.8,NO,2019-11-07 05:35:32
448,Victor Harbor,-35.55,138.62,66.2,55,75,24.16,AU,2019-11-07 05:35:33
449,Synya,65.37,58.04,4.82,97,93,3.71,RU,2019-11-07 05:35:33
450,Coquimbo,-29.95,-71.34,53.6,93,20,2.42,CL,2019-11-07 05:35:33
451,Itoman,26.12,127.67,78.8,69,75,19.46,JP,2019-11-07 05:35:34
452,Rio Gallegos,-51.62,-69.22,37.4,69,27,34.45,AR,2019-11-07 05:35:34
453,Kimbe,-5.56,150.15,82.85,84,100,2.3,PG,2019-11-07 05:35:34
454,Muscat,23.6,58.55,86.0,62,20,1.12,OM,2019-11-07 05:35:34
455,Naryan-Mar,67.67,53.09,10.29,95,4,3.74,RU,2019-11-07 05:35:35
456,Hofn,64.25,-15.21,37.44,78,89,10.13,IS,2019-11-07 05:35:35
457,Mastic Beach,40.77,-72.85,46.0,80,1,9.1,US,2019-11-07 05:35:22
458,Jutai,-1.71,-47.89,72.7,95,10,2.1,BR,2019-11-07 05:35:35
459,Gallup,35.53,-108.74,44.6,87,90,11.41,US,2019-11-07 05:35:36
460,Uvarovo,51.99,42.26,55.09,90,99,11.34,RU,2019-11-07 05:35:36
461,Seoul,37.57,126.98,59.0,22,1,5.82,KR,2019-11-07 05:34:36
462,Ayan,38.23,44.7,44.15,22,0,1.12,IR,2019-11-07 05:35:36
463,Yangjiang,21.85,111.96,80.01,39,96,8.41,CN,2019-11-07 05:35:36
464,Zlobin,45.29,14.65,50.0,100,75,2.44,HR,2019-11-07 05:35:37
465,Lhokseumawe,5.18,97.15,83.48,71,58,2.66,ID,2019-11-07 05:35:37
466,Sukumo,32.94,132.72,64.63,56,96,13.47,JP,2019-11-07 05:35:37
467,Palauig,15.44,119.9,81.66,73,73,4.25,PH,2019-11-07 05:35:37
468,Maniwaki,46.38,-75.98,29.03,90,100,7.92,CA,2019-11-07 05:35:38
469,Adrar,27.87,-0.29,57.2,41,0,9.17,DZ,2019-11-07 05:35:38
470,Newport,51.59,-3.0,45.0,93,39,12.75,GB,2019-11-07 05:35:38
471,Bekasi,-6.23,106.99,95.0,52,20,9.17,ID,2019-11-07 05:32:59
472,Margate,-43.03,147.26,51.01,61,75,20.8,AU,2019-11-07 05:35:38
473,Shaoguan,24.81,113.59,75.79,40,13,2.06,CN,2019-11-07 05:35:39
474,Jamame,0.07,42.75,80.96,79,2,9.31,SO,2019-11-07 05:35:39
475,Mangaratiba,-22.96,-44.04,73.4,78,90,4.7,BR,2019-11-07 05:35:39
476,Bukama,-9.2,25.85,75.72,82,82,2.84,CD,2019-11-07 05:35:40
477,Tilichiki,60.47,166.1,31.84,93,100,7.83,RU,2019-11-07 05:35:40
478,Honningsvag,70.98,25.97,26.6,92,75,3.36,NO,2019-11-07 05:35:40
479,Noumea,-22.28,166.46,80.6,47,6,10.29,NC,2019-11-07 05:35:40
480,Osmena,12.17,124.59,84.45,72,72,12.88,PH,2019-11-07 05:35:41
481,Pangkalanbuun,-2.68,111.62,91.9,45,89,3.42,ID,2019-11-07 05:35:41
482,Magdagachi,53.45,125.8,10.65,65,33,5.64,RU,2019-11-07 05:35:41
483,Luza,60.63,47.26,16.84,89,100,10.98,RU,2019-11-07 05:35:41
484,Saint-Louis,16.03,-16.5,71.6,88,76,9.17,SN,2019-11-07 05:35:42
485,Chifeng,42.27,118.96,43.57,13,0,7.92,CN,2019-11-07 05:35:42
486,North Myrtle Beach,33.83,-78.68,63.0,93,1,6.93,US,2019-11-07 05:35:42
487,Fairbanks,64.84,-147.72,25.0,100,90,4.36,US,2019-11-07 05:35:42
488,Talcahuano,-36.72,-73.12,51.8,87,0,8.05,CL,2019-11-07 05:35:42
489,Paungde,18.49,95.51,85.01,71,78,4.0,MM,2019-11-07 05:35:43
490,Buzdyak,54.57,54.53,43.39,88,100,18.9,RU,2019-11-07 05:35:43
491,Nong Khai,17.88,102.75,84.2,54,40,9.17,TH,2019-11-07 05:35:43
492,Terracina,41.29,13.25,52.0,93,75,2.24,IT,2019-11-07 05:35:43
493,Beipiao,41.8,120.76,41.85,16,0,6.38,CN,2019-11-07 05:35:44
494,La Tuque,47.44,-72.79,27.18,90,100,3.85,CA,2019-11-07 05:35:44
495,Ternate,14.29,120.72,87.8,70,75,5.82,PH,2019-11-07 05:35:44
496,Palmer,-34.85,139.16,69.01,55,75,24.16,AU,2019-11-07 05:35:44
497,Nikki,9.94,3.21,71.62,75,17,4.59,BJ,2019-11-07 05:35:45
498,Morondava,-20.3,44.28,94.75,37,11,5.53,MG,2019-11-07 05:35:45
499,Hay River,60.82,-115.79,10.4,78,75,9.17,CA,2019-11-07 05:35:39
500,Santa Rosa,-36.62,-64.29,63.86,25,0,10.54,AR,2019-11-07 05:35:45
501,Lithgow,-33.48,150.16,87.8,16,0,20.8,AU,2019-11-07 05:35:46
502,Cao Bang,22.67,106.25,79.05,45,8,5.75,VN,2019-11-07 05:35:46
503,Owando,-0.49,15.91,73.92,93,94,0.45,CG,2019-11-07 05:35:46
504,Tabou,4.42,-7.36,74.52,94,100,0.43,CI,2019-11-07 05:35:46
505,Panjab,34.38,67.02,27.57,20,0,4.36,AF,2019-11-07 05:35:47
506,Esperance,-33.86,121.89,64.4,63,90,17.22,AU,2019-11-07 05:35:47
507,Kulhudhuffushi,6.62,73.07,82.56,77,87,10.8,MV,2019-11-07 05:35:47
508,Papara,-3.98,-38.73,79.0,78,20,12.75,BR,2019-11-07 05:35:47
509,Pontal Do Parana,-25.67,-48.51,69.01,100,75,3.36,BR,2019-11-07 05:35:48
510,Bilma,18.69,12.92,76.24,19,18,6.24,NE,2019-11-07 05:35:48
511,Najran,17.54,44.22,69.8,35,35,13.51,SA,2019-11-07 05:35:48
512,Pochutla,15.74,-96.47,75.99,88,10,7.38,MX,2019-11-07 05:35:48
513,Portland,43.66,-70.25,37.0,55,40,5.82,US,2019-11-07 05:31:39
514,Okoneshnikovo,54.84,75.08,36.01,85,100,13.85,RU,2019-11-07 05:35:49
515,Monte San Giovanni Campano,41.64,13.51,52.0,93,75,2.24,IT,2019-11-07 05:35:49
516,Muhos,64.81,26.0,6.8,92,90,4.7,FI,2019-11-07 05:35:49
517,Sao Jose Da Coroa Grande,-8.9,-35.15,78.39,76,89,12.77,BR,2019-11-07 05:35:50
518,Guerrero Negro,27.97,-114.04,63.0,91,100,7.16,MX,2019-11-07 05:35:50
519,Kieta,-6.22,155.63,83.19,73,100,5.46,PG,2019-11-07 05:35:50
520,Okhotsk,59.36,143.24,25.99,83,100,16.64,RU,2019-11-07 05:35:51
521,Oussouye,12.49,-16.54,75.79,64,29,5.08,SN,2019-11-07 05:35:51
